basin,frac_snow,nse_clean,D_nse,temp_share,precip_share
06746095,0.728744289492069,0.7664585709571838,0.7212750315666199,0.5213816838834104,0.29917082505001563
06853800,0.104135741933305,0.6248492002487183,0.4186142683029175,0.29462159792030435,0.49652863614954446
06888500,0.0703719655848806,0.7300605773925781,0.22856861352920532,0.30521550295501404,0.4474775845073757
06906800,0.0604504736826071,0.8086654543876648,0.14842742681503296,0.29826576523967807,0.48319709355131696
06919500,0.0494466083766876,0.8792300224304199,0.3017873764038086,0.2602078226929225,0.5019063240594571
07066000,0.0562313137196695,0.6114249229431152,0.25971436500549316,0.27072633756930864,0.4798140285052806
07180500,0.0557846206828486,0.7185767889022827,0.4338230490684509,0.2727315166993573,0.5207736740407924
07208500,0.333134983679482,0.4386845827102661,1.3177306652069092,0.3684424299526786,0.39568482336819005
07315200,0.0162560388991893,0.5645704865455627,0.29913628101348877,0.31017879239222385,0.46467856515636374
08023080,0.0072046599774758,0.7045890092849731,0.35074955224990845,0.28128806630787506,0.48227140306985816
08070200,0.0024550978464837,0.7300329208374023,0.20133113861083984,0.25651505542512976,0.5178080569399368
08103900,0.0092842421517583,0.4572664499282837,1.006332278251648,0.30390668627064304,0.4496842410542455
08158810,0.0058462589398929,0.2155907154083252,0.5596671104431152,0.29044135283671185,0.3870010302016754
08175000,0.0022293177664445,0.7316097021102905,0.2067093849182129,0.2700053511128031,0.5093018255953198
08190500,0.0044907633248583,0.4098855257034302,0.09427130222320557,0.3846136141248396,0.3159974395835653
08200000,0.0026284470487446,0.3824803829193115,0.2745819091796875,0.265025637932851,0.4662360182847821
08324000,0.365429081915842,0.845932126045227,0.9633873701095581,0.4025369362651832,0.4154004069066309
09035900,0.689823885415144,0.9296601414680481,0.6176307201385498,0.44870913667417445,0.3633139227031442
09066300,0.688317497264152,0.8707587718963623,0.41792452335357666,0.5681690955989842,0.24957741067998462
09306242,0.35800746386243,0.22888582944869995,2.446856677532196,0.3062453538608631,0.4973272849546388
09404450,0.423599939585063,0.7846960425376892,1.0501773953437805,0.319535152098286,0.47079994485201593
09494000,0.235554110470522,0.7576971054077148,0.4755970239639282,0.38911600745295627,0.4036233736889263
09510200,0.0061243701078094,0.7339109778404236,0.23048657178878784,0.33233670810313704,0.46358846379616997
10336645,0.665304872565722,0.884395956993103,0.2930344343185425,0.5920357525202593,0.16968953549404484
12020000,0.043553396693619,0.8204169869422913,0.2029104232788086,0.4253255609759483,0.3337101515332051
12048000,0.498197653251076,0.5574172139167786,0.7147068381309509,0.5395246519159261,0.17061707387594147
12092000,0.513670726431351,0.7856543660163879,0.4330906271934509,0.5667359372141224,0.18215920350563725
12144000,0.220551545924003,0.8353031277656555,0.25164151191711426,0.5588602742994495,0.20772505545196668
12178100,0.52956688772688,0.7360385656356812,0.3859958052635193,0.5761743330745701,0.18011110415909812
12381400,0.594005153419735,0.8163225650787354,0.7070059180259705,0.48211200014235617,0.25278550343097556
12451000,0.716767081202258,0.8355802893638611,0.32334041595458984,0.5635809711292288,0.21771508417492513
13023000,0.646858624758436,0.8505322337150574,0.25650912523269653,0.4592520925683523,0.3292251331634406
13331500,0.55788094452843,0.8857179880142212,0.8108606338500977,0.4844219500269264,0.2846561760476107
14138870,0.229049355466927,0.7764586210250854,0.26521170139312744,0.5107891635428026,0.23985703267968536
14158790,0.365056630377127,0.7628835439682007,0.38596123456954956,0.5428025952121389,0.2241257047791618
14187000,0.0895194173938424,0.8947298526763916,0.17386960983276367,0.42605074409864013,0.35005248082229273
14303200,0.088754104072909,0.8155605792999268,0.11975175142288208,0.46984338110312013,0.2854655139176964
14309500,0.0612553691709827,0.8482518196105957,0.18522071838378906,0.4248237278848788,0.33891959841810604
10259000,0.0335249004621377,0.6561672687530518,0.17929446697235107,0.31824522448527653,0.43494009969214464
