basin,n_peaks,peak_mag_rel,peak_timing_abs,peak_shape_corr_med,n_wy,viol_adv,viol_clean,rc_adv_med,rc_clean_med,frac_snow,runoff_ratio
05454000,50,0.17187923938035965,0.0,0.9721332065208199,10,0.0,0.0,0.471285879611969,0.2926173806190491,0.102381239516297,0.279561234217908
05458000,32,-0.22422074526548386,0.0,0.9774156547457375,10,0.0,0.0,0.37356072664260864,0.2562284469604492,0.122540965691067,0.285423938466575
05466500,40,0.3347620964050293,0.0,0.9698578834396938,10,0.0,0.0,0.41296303272247314,0.29687076807022095,0.107102802145215,0.30124153243542
05487980,46,-0.03410116210579872,0.0,0.9888621424702503,10,0.0,0.0,0.3810347616672516,0.26680856943130493,0.0964519167641938,0.263159730521466
05488200,50,0.25187017768621445,0.0,0.9881181402303024,10,0.0,0.0,0.44526407122612,0.26951372623443604,0.10182137585369,0.273374031950069
05489000,56,-0.2985432296991348,0.0,0.9812537457488559,10,0.0,0.0,0.24608951807022095,0.27434903383255005,0.0977424681708028,0.255885681490586
05495000,55,-0.3579100966453552,0.0,0.9841431459684323,10,0.0,0.0,0.1699829250574112,0.264697402715683,0.0965623589589288,0.272043598513495
05495500,58,-0.2962684780359268,0.0,0.9861850203475103,10,0.0,0.0,0.2503790855407715,0.2761130928993225,0.0758324970984556,0.268667845773043
05501000,55,-0.3024173080921173,0.0,0.9854753060441749,10,0.0,0.0,0.21007020771503448,0.22550708055496216,0.0805965933083467,0.265751954196041
05503800,58,-0.23842133581638336,0.0,0.98688100667101,10,0.0,0.0,0.2502225935459137,0.2504773437976837,0.0832843857982754,0.25994008830283
05507600,65,-0.11482647806406021,0.0,0.9828315796310464,10,0.0,0.0,0.29483121633529663,0.2423381209373474,0.0742633892998097,0.242511381391273
05508805,72,-0.232199527323246,0.0,0.9836728776828649,10,0.0,0.0,0.19201193749904633,0.21795189380645752,0.075793058486455,0.239322400997366
05525500,45,0.11959079653024673,0.0,0.9877215501851214,10,0.0,0.0,0.49735385179519653,0.36393454670906067,0.0775662992910571,0.343117047646196
05556500,44,-0.41488319635391235,0.0,0.9799532102312242,10,0.0,0.0,0.2818308472633362,0.3249831199645996,0.106987814559373,0.307646781431807
05584500,43,-0.26046597957611084,0.0,0.9897164099306057,10,0.0,0.0,0.36193084716796875,0.2912253737449646,0.0864765586667042,0.266061856940936
05591550,46,0.6930910050868988,0.0,0.9586820510593351,10,0.0,0.0,0.538709819316864,0.29971885681152344,0.0692516054963585,0.30770222357272
05592050,49,-0.34240689873695374,0.0,0.9724628476861326,10,0.0,0.0,0.18920905888080597,0.2456543892621994,0.0740889287495313,0.277745870300864
05592575,60,-0.026808048598468304,0.0,0.9673142686949272,10,0.0,0.0,0.4020949602127075,0.294655978679657,0.0638801924050215,0.290149757826122
05593575,63,-0.2339167594909668,0.0,0.991805361169532,10,0.0,0.0,0.34620505571365356,0.2686735987663269,0.0547473552431735,0.295245128071549
05593900,54,0.30988381803035736,0.0,0.9881374078875408,10,0.0,0.0,0.4353455901145935,0.28617629408836365,0.0734339258739105,0.289131489325222
05595730,67,0.03660912066698074,0.0,0.9877602299221516,10,0.0,0.0,0.3686017394065857,0.3122912049293518,0.05667164669358,0.281481547843571
06221400,16,-0.2570392042398453,0.5,0.9098504056842788,10,0.2,0.0,0.687566876411438,0.6962841153144836,0.714826752405444,0.943420045715152
06224000,16,-0.43584050238132477,1.0,0.896438730858337,10,0.0,0.0,0.47930198907852173,0.6632119417190552,0.693901350936104,0.91037262845784
06278300,18,-0.563898354768753,2.0,0.8091747099040342,10,0.0,0.0,0.40447157621383667,0.5498270988464355,0.732862235334757,0.651511676457496
06280300,17,-0.196150541305542,0.0,0.9791744890737313,10,0.0,0.0,0.676283061504364,0.5316493511199951,0.666773488915146,0.604356060704403
06289000,14,-0.5567688643932343,2.5,0.7988454695277476,10,0.0,0.0,0.21811550855636597,0.319778174161911,0.583642806430044,0.417088733426769
06291500,17,-0.6259786486625671,1.0,0.8229496018062126,10,0.0,0.0,0.17807933688163757,0.30553826689720154,0.404772816694431,0.314380358116209
06311000,20,-0.7282735705375671,1.5,0.9165296133488642,10,0.0,0.0,0.14131364226341248,0.28638678789138794,0.57382796016244,0.418661161891944
06332515,21,0.6185387969017029,0.0,0.9702805841200393,10,0.0,0.0,0.04830901324748993,0.026744041591882706,0.173914615394175,0.034008438431238
06339100,24,-0.437593474984169,0.0,0.968838887913982,10,0.0,0.0,0.0838206559419632,0.04051228612661362,0.160349274004295,0.0446535825987646
06344600,23,0.3585292100906372,0.0,0.9652403145792983,10,0.0,0.0,0.0914057195186615,0.033915191888809204,0.162624033289867,0.0454415157336279
